cohort_month,order_month,month_number,retained_customers
2023-04,2025-01,20,1
2023-04,2025-01,21,1
2023-04,2025-04,24,1
2023-05,2023-05,0,83
2023-05,2023-06,0,4
2023-05,2023-07,1,2
2023-05,2023-08,2,1
2023-05,2023-08,3,1
2023-05,2023-09,4,1
2023-05,2023-10,4,1
2023-05,2023-10,5,3
2023-05,2023-11,5,1
2023-05,2023-11,6,2
2023-05,2023-12,6,2
2023-05,2023-12,7,2
2023-05,2024-02,9,1
2023-05,2024-03,9,1
2023-05,2024-03,10,2
2023-05,2024-04,11,1
2023-05,2024-05,12,2
2023-05,2024-06,12,2
2023-05,2024-06,13,1
2023-05,2024-07,13,3
2023-05,2024-07,14,1
2023-05,2024-08,14,2
2023-05,2024-08,15,1
2023-05,2024-09,16,1
2023-05,2024-10,16,2
2023-05,2024-11,18,1
2023-05,2024-12,18,2
2023-05,2024-12,19,1
2023-05,2025-01,20,1
2023-05,2025-02,20,4
2023-05,2025-02,21,1
2023-05,2025-03,21,1
2023-06,2023-06,0,64
2023-06,2023-07,0,2
2023-06,2023-08,1,1
2023-06,2023-08,2,2
2023-06,2023-09,2,2
2023-06,2023-10,3,2
2023-06,2023-12,6,1
2023-06,2024-02,7,2
2023-06,2024-02,8,1
2023-06,2024-05,10,1
2023-06,2024-05,11,1
2023-06,2024-06,11,1
2023-06,2024-06,12,2
2023-06,2024-07,12,1
2023-06,2024-08,14,2
2023-06,2024-09,15,1
2023-06,2024-10,15,3
2023-06,2024-10,16,2
2023-06,2024-11,16,2
2023-06,2024-12,18,2
2023-06,2025-01,19,1
2023-06,2025-03,21,1
2023-07,2023-07,0,97
2023-07,2023-08,0,1
2023-07,2023-08,1,2
2023-07,2023-10,2,2
2023-07,2023-11,3,1
2023-07,2023-12,4,1
2023-07,2023-12,5,2
2023-07,2024-01,5,1
2023-07,2024-02,6,2
2023-07,2024-03,7,2
2023-07,2024-04,8,1
2023-07,2024-06,10,2
2023-07,2024-08,12,2
2023-07,2024-09,14,1
2023-07,2024-10,14,2
2023-07,2024-10,15,1
2023-07,2024-11,15,2
2023-07,2024-11,16,1
2023-07,2025-01,18,1
2023-07,2025-02,18,1
2023-07,2025-02,19,1
2023-07,2025-04,20,1
2023-07,2025-04,21,2
2023-08,2023-08,0,81
2023-08,2023-09,0,1
2023-08,2023-09,1,1
2023-08,2023-10,1,3
2023-08,2023-11,3,1
2023-08,2023-12,3,1
2023-08,2024-01,5,1
2023-08,2024-02,5,2
2023-08,2024-02,6,1
2023-08,2024-04,8,1
2023-08,2024-05,8,4
2023-08,2024-05,9,1
2023-08,2024-06,9,1
2023-08,2024-07,10,2
2023-08,2024-08,11,2
2023-08,2024-09,12,1
2023-08,2024-09,13,1
2023-08,2024-10,13,1
2023-08,2024-11,14,1
2023-08,2024-12,15,2
2023-08,2025-01,16,2
2023-08,2025-02,17,2
2023-08,2025-02,18,1
2023-08,2025-03,18,3
2023-08,2025-03,19,1
2023-08,2025-04,19,1
2023-08,2025-04,20,1
2023-09,2023-09,0,69
2023-09,2023-10,0,1
2023-09,2023-11,1,1
2023-09,2023-12,2,1
2023-09,2024-01,4,2
2023-09,2024-02,4,1
2023-09,2024-02,5,1
2023-09,2024-03,5,1
2023-09,2024-03,6,1
2023-09,2024-04,6,2
2023-09,2024-04,7,1
2023-09,2024-05,7,3
2023-09,2024-05,8,1
2023-09,2024-06,8,1
2023-09,2024-07,10,1
2023-09,2024-08,11,2
2023-09,2024-09,11,1
2023-09,2024-09,12,3
2023-09,2024-10,12,1
2023-09,2024-12,15,2
2023-09,2025-01,15,1
2023-09,2025-01,16,2
2023-09,2025-02,17,1
2023-09,2025-03,17,2
2023-09,2025-04,18,1
2023-09,2025-04,19,1
2023-10,2023-10,0,93
2023-10,2023-11,0,2
2023-10,2023-12,1,1
2023-10,2024-01,3,2
2023-10,2024-02,3,2
2023-10,2024-02,4,3
2023-10,2024-03,4,2
2023-10,2024-03,5,3
2023-10,2024-04,5,3
2023-10,2024-04,6,1
2023-10,2024-05,6,1
2023-10,2024-05,7,1
2023-10,2024-06,7,2
2023-10,2024-06,8,1
2023-10,2024-07,8,1
2023-10,2024-08,10,1
2023-10,2024-09,11,1
2023-10,2024-10,12,1
2023-10,2024-11,13,2
2023-10,2025-01,14,2
2023-10,2025-01,15,1
2023-10,2025-02,15,2
2023-10,2025-03,16,1
2023-10,2025-03,17,1
2023-10,2025-04,17,1
2023-10,2025-04,18,1
2023-11,2023-11,0,63
2023-11,2024-01,1,2
2023-11,2024-04,4,1
2023-11,2024-04,5,1
2023-11,2024-05,5,2
2023-11,2024-07,7,1
2023-11,2024-08,8,2
2023-11,2024-08,9,3
2023-11,2024-09,10,1
2023-11,2024-10,11,1
2023-11,2024-11,11,2
2023-11,2025-02,14,5
2023-11,2025-02,15,1
2023-11,2025-03,15,1
2023-11,2025-03,16,1
2023-11,2025-04,16,1
2023-11,2025-04,17,1
2023-12,2023-12,0,73
2023-12,2024-01,0,2
2023-12,2024-01,1,1
2023-12,2024-04,4,1
2023-12,2024-05,5,2
2023-12,2024-06,5,2
2023-12,2024-07,6,3
2023-12,2024-07,7,2
2023-12,2024-08,7,1
2023-12,2024-09,9,1
2023-12,2024-10,10,2
2023-12,2024-11,10,1
2023-12,2024-11,11,1
2023-12,2024-12,11,3
2023-12,2024-12,12,1
2023-12,2025-01,12,2
2023-12,2025-01,13,2
2023-12,2025-02,13,1
2023-12,2025-02,14,1
2023-12,2025-03,14,1
2023-12,2025-03,15,1
2023-12,2025-04,15,1
2023-12,2025-04,16,2
2024-01,2024-01,0,82
2024-01,2024-02,0,2
2024-01,2024-03,1,2
2024-01,2024-03,2,2
2024-01,2024-04,2,1
2024-01,2024-05,3,3
2024-01,2024-05,4,1
2024-01,2024-06,5,2
2024-01,2024-07,5,2
2024-01,2024-08,6,2
2024-01,2024-08,7,1
2024-01,2024-09,7,3
2024-01,2024-09,8,3
2024-01,2024-10,8,1
2024-01,2024-10,9,1
2024-01,2024-11,10,1
2024-01,2025-02,12,1
2024-01,2025-03,13,1
2024-01,2025-04,15,2
2024-02,2024-02,0,56
2024-02,2024-03,0,1
2024-02,2024-03,1,1
2024-02,2024-05,2,1
2024-02,2024-07,4,2
2024-02,2024-08,6,3
2024-02,2024-09,7,2
2024-02,2024-10,8,1
2024-02,2024-11,8,3
2024-02,2024-11,9,1
2024-02,2024-12,10,1
2024-02,2025-01,10,1
2024-02,2025-03,13,1
2024-03,2024-03,0,73
2024-03,2024-04,1,1
2024-03,2024-05,1,1
2024-03,2024-05,2,2
2024-03,2024-06,2,2
2024-03,2024-07,3,1
2024-03,2024-08,4,1
2024-03,2024-08,5,1
2024-03,2024-09,5,1
2024-03,2024-09,6,1
2024-03,2024-10,6,1
2024-03,2024-10,7,1
2024-03,2024-11,7,2
2024-03,2024-12,8,2
2024-03,2024-12,9,1
2024-03,2025-01,9,2
2024-03,2025-01,10,1
2024-03,2025-02,10,3
2024-03,2025-03,11,1
2024-03,2025-03,12,1
2024-03,2025-04,12,1
2024-03,2025-04,13,1
2024-04,2024-04,0,49
2024-04,2024-06,1,1
2024-04,2024-07,2,1
2024-04,2024-09,5,1
2024-04,2024-12,7,1
2024-04,2025-01,9,2
2024-04,2025-02,9,1
2024-04,2025-02,10,1
2024-04,2025-03,10,1
2024-04,2025-03,11,1
2024-05,2024-05,0,70
2024-05,2024-06,0,2
2024-05,2024-06,1,1
2024-05,2024-07,2,1
2024-05,2024-09,4,2
2024-05,2024-10,4,1
2024-05,2024-12,6,2
2024-05,2024-12,7,2
2024-05,2025-01,7,1
2024-05,2025-02,8,1
2024-05,2025-03,9,2
2024-06,2024-06,0,54
2024-06,2024-08,2,1
2024-06,2024-09,2,1
2024-06,2024-12,5,1
2024-06,2024-12,6,3
2024-06,2025-01,6,1
2024-06,2025-02,7,2
2024-06,2025-03,9,1
2024-06,2025-04,9,2
2024-06,2025-04,10,1
2024-07,2024-07,0,58
2024-07,2024-08,1,1
2024-07,2024-09,2,4
2024-07,2024-10,2,2
2024-07,2024-10,3,2
2024-07,2024-11,4,1
2024-07,2024-12,4,1
2024-07,2025-01,6,2
2024-07,2025-02,6,1
2024-07,2025-03,7,3
2024-07,2025-04,8,1
2024-08,2024-08,0,56
2024-08,2024-09,0,1
2024-08,2024-09,1,2
2024-08,2024-10,1,1
2024-08,2024-10,2,1
2024-08,2024-11,3,1
2024-08,2025-01,4,2
2024-08,2025-02,5,2
2024-08,2025-02,6,2
2024-08,2025-03,6,1
2024-08,2025-03,7,3
2024-09,2024-09,0,59
2024-09,2024-10,0,1
2024-09,2024-10,1,1
2024-09,2024-11,1,1
2024-09,2024-11,2,1
2024-09,2025-01,4,1
2024-09,2025-03,5,1
2024-09,2025-03,6,1
2024-09,2025-04,7,2
2024-10,2024-10,0,58
2024-10,2024-11,0,1
2024-10,2024-12,1,1
2024-10,2024-12,2,2
2024-10,2025-02,3,1
2024-10,2025-03,4,1
2024-10,2025-03,5,1
2024-11,2024-11,0,50
2024-11,2024-12,0,1
2024-11,2025-03,4,2
2024-12,2024-12,0,50
2024-12,2025-01,0,2
2024-12,2025-02,1,1
2024-12,2025-02,2,1
2024-12,2025-03,2,1
2024-12,2025-03,3,1
2024-12,2025-04,4,1
2025-01,2025-01,0,49
2025-01,2025-02,0,1
2025-01,2025-03,1,1
2025-01,2025-04,2,1
2025-02,2025-02,0,39
2025-03,2025-03,0,58
2025-04,2025-04,0,39
